Id,Label,timeset,frequency,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,clustering,triangles,eigencentrality
MintPressNews,MintPressNews,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
ansariyya,ansariyya,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
whoamidude,whoamidude,,19,Mentions,10,19,6,0.350641,0.375133,0.006096,18,0,0.177778,8,0.069641
manjanik_news,manjanik_news,,7,Mentions,1,7,7,0.233143,0.238661,0,6,0,0,0,0.00084
TIMEWorld,TIMEWorld,,2,Mentions,1,2,6,0.285505,0.296988,0,6,0,0,0,0.008453
ScottShaneNYT,ScottShaneNYT,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
francetvinfo,francetvinfo,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Afriqqiya_252,Afriqqiya_252,,28,Mentions; User,12,28,7,0.235835,0.243421,0.00478,25,0,0.045455,3,0.005031
Lyobserver,Lyobserver,,3,Mentions,3,3,6,0.317776,0.336804,0.000044,18,0,0.333333,1,0.035732
bssjd1,bssjd1,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
DivaKnevil,DivaKnevil,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
Khaled_Siddique,Khaled_Siddique,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
AC360,AC360,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
zzgab,zzgab,,2,Mentions,1,2,6,0.269112,0.280749,0,17,0,0,0,0.008397
Toophyk,Toophyk,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Tunsi_Marwan__,Tunsi_Marwan__,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
DpLm5,DpLm5,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Free_Media_Hub,Free_Media_Hub,,5,Mentions,4,5,6,0.340187,0.367296,0,2,0,1,6,0.06884
johkarakol,johkarakol,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
Dartanveerahmad,Dartanveerahmad,,2,Mentions,1,2,6,0.319896,0.332971,0,0,0,0,0,0.017014
bintemuslimah98,bintemuslimah98,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
Sta_92,Sta_92,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
HadjSarrasins,HadjSarrasins,,6,Mentions,1,6,6,0.310938,0.332784,0,15,0,0,0,0.03032
AntiMedia,AntiMedia,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AlHabshi15,AlHabshi15,,2,Mentions,2,2,7,0.25366,0.261499,0,3,0,1,1,0.002446
TrueTorah,TrueTorah,,1,Mentions,1,1,7,0.271541,0.282094,0,18,0,0,0,0.005804
Ibn_Al__Farooq,Ibn_Al__Farooq,,3,Mentions,1,3,6,0.279193,0.290219,0,3,0,0,0,0.005987
Oded121351,Oded121351,,15,Mentions,8,15,6,0.354017,0.381122,0.000483,2,0,0.5,14,0.091583
dnanmhmd51_51,dnanmhmd51_51,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
Abu296H,Abu296H,,2,Mentions,2,2,7,0.253311,0.261618,0,25,0,1,1,0.003361
Qonaqkend,Qonaqkend,,7,Mentions,1,7,6,0.310938,0.332784,0,15,0,0,0,0.03032
CheckContentt,CheckContentt,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
Anominon,Anominon,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
infosig6,infosig6,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
Stevedavis1924,Stevedavis1924,,2,Mentions,1,2,6,0.299159,0.314516,0,18,0,0,0,0.016566
Jazrawi_Arish,Jazrawi_Arish,,4,Mentions,2,4,6,0.314753,0.333918,0.000108,16,0,0,0,0.028979
dieinurage29__7,dieinurage29__7,,12,; User,11,12,7,0.24807,0.25855,0.003368,22,0,0.036364,2,0.005436
G00_00_0aL,G00_00_0aL,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
0LNIDL,0LNIDL,,2,Mentions,1,2,6,0.300463,0.310562,0,2,0,0,0,0.008072
DanielCollins85,DanielCollins85,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
MarwanTunsi__,MarwanTunsi__,,2,Mentions,2,2,6,0.306332,0.321658,0.000046,17,0,0,0,0.019111
starsandstripes,starsandstripes,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
mkubwa_87,mkubwa_87,,1,Mentions,1,1,7,0.24637,0.254061,0,19,0,0,0,0.002232
CombatChris1,CombatChris1,,13,Mentions,8,13,6,0.363586,0.393412,0.001745,15,0,0.428571,12,0.10155
erhabii38,erhabii38,,1,Mentions,1,1,7,0.226597,0.231919,0,25,0,0,0,0.000839
Hannesz1956,Hannesz1956,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
Pyjama45,Pyjama45,,6,Mentions,1,6,6,0.310938,0.332784,0,15,0,0,0,0.03032
Metammorph,Metammorph,,12,Mentions,1,12,6,0.310938,0.332784,0,15,0,0,0,0.03032
erhabii41,erhabii41,,2,Mentions,2,2,6,0.282845,0.294535,0.000063,3,0,0,0,0.008913
DawlaWitness11,DawlaWitness11,,60,Mentions; User,34,60,6,0.317562,0.333394,0.009329,19,0,0.012478,7,0.045089
abu_k_88,abu_k_88,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
thehill,thehill,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Mindv1sion,Mindv1sion,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
AbuHaleema164,AbuHaleema164,,2,Mentions,1,2,6,0.249736,0.254961,0,0,0,0,0,0.001646
bonniekipperman,bonniekipperman,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
xnotanummyet,xnotanummyet,,1,Mentions,1,1,6,0.272952,0.282482,0,19,0,0,0,0.003779
fsmzahit,fsmzahit,,3,Mentions,1,3,6,0.319896,0.332971,0,0,0,0,0,0.017014
rffynfxxebyh,rffynfxxebyh,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Hugo_Capelli,Hugo_Capelli,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
IChIi2LhQXZh9uC,IChIi2LhQXZh9uC,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
redbandanna11,redbandanna11,,1,Mentions,1,1,7,0.238504,0.244721,0,19,0,0,0,0.002071
Tmgneff,Tmgneff,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
Battar_English,Battar_English,,16,; User,2,16,7,0.264213,0.276456,0.000598,6,0,0,0,0.003111
Fiefienix,Fiefienix,,13,Mentions,1,13,6,0.310938,0.332784,0,15,0,0,0,0.03032
lyer12tey,lyer12tey,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
sternschmerzen,sternschmerzen,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
AbuHaleema156,AbuHaleema156,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
NinjaWahrani,NinjaWahrani,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
Hamosh84,Hamosh84,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
Ibn_Haneefah,Ibn_Haneefah,,5,Mentions,3,5,6,0.296081,0.311761,0.00008,10,0,0.333333,1,0.020881
ianbremmer,ianbremmer,,3,Mentions,3,3,6,0.331596,0.356472,0.000054,18,0,0.666667,2,0.051448
thisdayinsyria,thisdayinsyria,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
zaheralali00,zaheralali00,,1,Mentions,1,1,7,0.245621,0.252453,0,5,0,0,0,0.001789
MironHCH,MironHCH,,1,Mentions,1,1,6,0.266404,0.275743,0,8,0,0,0,0.003991
ihgrewardsclub,ihgrewardsclub,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
boerneaj,boerneaj,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
FBIWFO,FBIWFO,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
8ballpool,8ballpool,,1,Mentions,1,1,8,0.205924,0.211837,0,24,0,0,0,0.000627
q_qkmn,q_qkmn,,1,Mentions,1,1,6,0.252249,0.259283,0,0,0,0,0,0.003166
SyriansRISE_UP,SyriansRISE_UP,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
OttomanAkh,OttomanAkh,,11,Mentions,5,11,6,0.335326,0.361433,0.002847,15,0,0.2,2,0.05446
green_lemonnn,green_lemonnn,,11,Mentions,7,11,6,0.360065,0.384169,0.000892,0,0,0.333333,7,0.077404
NINITSIKLAURI,NINITSIKLAURI,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
AabiruSabeel_,AabiruSabeel_,,2,Mentions,1,2,6,0.271541,0.281434,0,10,0,0,0,0.006624
EmranGetu3,EmranGetu3,,1,Mentions,1,1,6,0.279193,0.290219,0,3,0,0,0,0.005987
abujayyid1,abujayyid1,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
AJArabic,AJArabic,,3,Mentions,3,3,6,0.335055,0.35269,0.000094,13,0,0.666667,2,0.035612
osamahfakih,osamahfakih,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
NextDoorArab,NextDoorArab,,5,Mentions,2,5,6,0.312849,0.330583,0,0,0,1,1,0.030067
gogogogo5566771,gogogogo5566771,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
_NewsStream_,_NewsStream_,,8,Mentions,3,8,6,0.315323,0.335242,0,18,0,1,3,0.036244
CodeAud,CodeAud,,3,Mentions,1,3,6,0.293663,0.308991,0,0,0,0,0,0.016358
battle_monitor,battle_monitor,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
s_reader21,s_reader21,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
HamidHadeed,HamidHadeed,,12,Mentions,6,12,6,0.332496,0.348877,0.000245,0,0,0.333333,5,0.039677
lionerr20,lionerr20,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
Muslimah206,Muslimah206,,1,Mentions,1,1,7,0.267006,0.276121,0,0,0,0,0,0.004561
wail75p,wail75p,,14,Mentions,1,14,6,0.310938,0.332784,0,15,0,0,0,0.03032
wail75o,wail75o,,1,Mentions,1,1,7,0.228427,0.235541,0,16,0,0,0,0.000936
po_,po_,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
wail75r,wail75r,,3,Mentions,2,3,6,0.31656,0.340163,0,15,0,1,1,0.03717
wail75q,wail75q,,9,Mentions,2,9,6,0.313679,0.336335,0.000125,15,0,0,0,0.033487
RemindersForAll,RemindersForAll,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
PureDeen4,PureDeen4,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
LaysalGhareebM,LaysalGhareebM,,3,Mentions,3,3,6,0.303467,0.321311,0.000283,8,0,0.333333,1,0.024128
DeptofDefense,DeptofDefense,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
SAfridiOfficial,SAfridiOfficial,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
HQNigerianArmy,HQNigerianArmy,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
folomojo,folomojo,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
ragipsoylu,ragipsoylu,,5,Mentions,3,5,6,0.306049,0.320424,0.000057,9,0,0.333333,1,0.020891
hoh3r3,hoh3r3,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
ecentauri,ecentauri,,1,Mentions,1,1,6,0.252249,0.259283,0,0,0,0,0,0.003166
IssaBarbarossa,IssaBarbarossa,,15,Mentions,1,15,6,0.310938,0.332784,0,15,0,0,0,0.03032
IvanSidorenko1,IvanSidorenko1,,5,Mentions,5,5,6,0.338829,0.366223,0.000331,10,0,0.4,4,0.070363
Telegraph,Telegraph,,2,Mentions,1,2,6,0.285505,0.296988,0,6,0,0,0,0.008453
WindOfVictories,WindOfVictories,,6,Mentions,2,6,6,0.31662,0.339413,0,15,0,1,1,0.036307
lNSlDEWAR,lNSlDEWAR,,65,Mentions; User,45,65,5,0.382765,0.409897,0.005916,2,0,0.089899,89,0.168851
KhadijaIslam21,KhadijaIslam21,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
InnoBystander,InnoBystander,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
Jazrawi_Sinai,Jazrawi_Sinai,,7,Mentions,4,7,6,0.346928,0.367699,0.000156,8,0,0.5,3,0.050259
OliverNorthFNC,OliverNorthFNC,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
Pappii5,Pappii5,,13,Mentions,1,13,7,0.259631,0.26849,0,11,0,0,0,0.003557
2Abu87H,2Abu87H,,2,Mentions,1,2,7,0.225102,0.231292,0,19,0,0,0,0.001023
chandel70,chandel70,,10,Mentions,1,10,6,0.269112,0.280749,0,17,0,0,0,0.008397
NaserElKhilafa,NaserElKhilafa,,1,Mentions,1,1,6,0.266404,0.275743,0,8,0,0,0,0.003991
qassam_arabic1,qassam_arabic1,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
amine69_,amine69_,,3,Mentions,1,3,6,0.310938,0.332784,0,15,0,0,0,0.03032
jacksanders1965,jacksanders1965,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Omar1IQ,Omar1IQ,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
_Darmouss,_Darmouss,,4,Mentions,1,4,6,0.310938,0.332784,0,15,0,0,0,0.03032
RoyalWinj,RoyalWinj,,3,Mentions,3,3,6,0.310471,0.330085,0.000153,6,0,0.333333,1,0.031868
OneRadex,OneRadex,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
middleeasteye,middleeasteye,,1,Mentions,1,1,6,0.269112,0.280749,0,17,0,0,0,0.008397
tcambanis,tcambanis,,1,Mentions,1,1,8,0.238195,0.244196,0,10,0,0,0,0.00195
kafirkaty,kafirkaty,,48,Mentions,1,48,7,0.259631,0.26849,0,11,0,0,0,0.003557
MarwanTun_si,MarwanTun_si,,3,Mentions,2,3,6,0.321325,0.347119,0,16,0,1,1,0.042734
ALW4S,ALW4S,,1,Mentions,1,1,6,0.252403,0.259771,0,21,0,0,0,0.002808
JoelWing2,JoelWing2,,3,Mentions,2,3,6,0.272211,0.283817,0.000031,3,0,0,0,0.009985
AbuZubayrZ,AbuZubayrZ,,1,Mentions,1,1,8,0.221308,0.227182,0,0,0,0,0,0.00077
_Layaall,_Layaall,,1,Mentions,1,1,7,0.260142,0.270372,0,13,0,0,0,0.003182
islamic_front,islamic_front,,1,Mentions,1,1,7,0.270719,0.281248,0,19,0,0,0,0.003755
War_Suunka_Xiro,War_Suunka_Xiro,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
j1ll1j,j1ll1j,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
Frankie13976396,Frankie13976396,,2,Mentions,2,2,6,0.275017,0.28705,0.000108,21,0,0,0,0.009432
Rita_Katz,Rita_Katz,,4,Mentions,4,4,6,0.343614,0.365619,0.0001,21,0,0.666667,4,0.058279
jdanteff,jdanteff,,2,Mentions,1,2,7,0.253602,0.261247,0,3,0,0,0,0.001978
Aishaisis2Isis,Aishaisis2Isis,,1,Mentions,1,1,9,0.16938,0.172172,0,17,0,0,0,0.000482
IslamSupreme,IslamSupreme,,2,Mentions,1,2,7,0.24104,0.247296,0,19,0,0,0,0.001789
skxx82x,skxx82x,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
ReutersWorld,ReutersWorld,,17,Mentions,11,17,6,0.354472,0.381606,0.001355,3,0,0.236364,13,0.090146
Salim_SYR,Salim_SYR,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
IHateAlSaud,IHateAlSaud,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
ElPashtunCat,ElPashtunCat,,10,Mentions,7,10,6,0.347146,0.37264,0.000898,15,0,0.285714,6,0.068118
lightpenetrated,lightpenetrated,,14,Mentions,1,14,6,0.269112,0.280749,0,17,0,0,0,0.008397
freehoran74,freehoran74,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
EPlC5,EPlC5,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
SlemaniTimes,SlemaniTimes,,1,Mentions,1,1,6,0.266769,0.275214,0,8,0,0,0,0.002885
JohnsonsBot,JohnsonsBot,,23,Mentions; User,11,23,6,0.32601,0.339846,0.001337,22,0,0.054545,3,0.031881
hasnabubakr2,hasnabubakr2,,3,Mentions,2,3,6,0.278559,0.290259,0.000026,18,0,0,0,0.009795
abuhamzaneh,abuhamzaneh,,1,Mentions,1,1,9,0.165881,0.169513,0,23,0,0,0,0.000816
abuKhattab1quds,abuKhattab1quds,,6,Mentions,1,6,6,0.252403,0.259771,0,21,0,0,0,0.002808
BosnjoBoy,BosnjoBoy,,2,Mentions,2,2,6,0.317684,0.331495,0,0,0,1,1,0.02443
DabiqsweetsMan,DabiqsweetsMan,,16,; User,7,16,6,0.321762,0.335403,0.003635,0,0,0,0,0.02364
TheIslamApp,TheIslamApp,,1,Mentions,1,1,7,0.259631,0.26849,0,11,0,0,0,0.003557
ReporterSyrien,ReporterSyrien,,9,Mentions,2,9,6,0.31656,0.340163,0,15,0,1,1,0.03717
anakaradan,anakaradan,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
sultanbinbajad,sultanbinbajad,,1,Mentions,1,1,6,0.252249,0.259283,0,0,0,0,0,0.003166
cnnbrk,cnnbrk,,2,Mentions,2,2,6,0.276996,0.287146,0.000004,3,0,0,0,0.00626
khilafahlover1,khilafahlover1,,1,Mentions,1,1,6,0.271541,0.281434,0,10,0,0,0,0.006624
abu_youher,abu_youher,,1,Mentions,1,1,6,0.266769,0.275214,0,8,0,0,0,0.002885
Urwatul_Wuthqa,Urwatul_Wuthqa,,1,Mentions,1,1,6,0.26707,0.27667,0,13,0,0,0,0.006184
haaretzcom,haaretzcom,,4,Mentions,4,4,6,0.336349,0.363453,0.000065,18,0,0.666667,4,0.066191
Buzzriet,Buzzriet,,9,Mentions,1,9,6,0.310938,0.332784,0,15,0,0,0,0.03032
Raqqa_sl1,Raqqa_sl1,,5,Mentions,3,5,6,0.330141,0.354306,0.000043,4,0,0.666667,2,0.048337
AlwaysMryam,AlwaysMryam,,2,Mentions,1,2,8,0.201461,0.206781,0,22,0,0,0,0.000864
Mr_Ghostly,Mr_Ghostly,,4,Mentions,3,4,6,0.326589,0.35143,0.000031,15,0,0.666667,2,0.049833
umar_khurasani,umar_khurasani,,6,Mentions,4,6,6,0.277066,0.290395,0.000187,12,0,0,0,0.013807
eldorar1,eldorar1,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
SvobodaRadio,SvobodaRadio,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
Terror_Monitor,Terror_Monitor,,27,Mentions,12,27,6,0.351498,0.379254,0.006298,18,0,0.227273,15,0.092595
From_AA2ZZ,From_AA2ZZ,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
Jazrawi_3uud,Jazrawi_3uud,,1,Mentions,1,1,7,0.25697,0.264894,0,24,0,0,0,0.003083
Scholarsofhaq7,Scholarsofhaq7,,2,Mentions,2,2,7,0.274015,0.285902,0.000038,8,0,0,0,0.008341
striverer,striverer,,6,Mentions,5,6,6,0.310821,0.330105,0.000055,10,0,0.3,3,0.035237
syrianfalcon11,syrianfalcon11,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
wayf44rer__,wayf44rer__,,23,Mentions,5,23,6,0.339489,0.366994,0.00121,0,0,0.2,2,0.062045
SS_HTPK,SS_HTPK,,1,Mentions,1,1,6,0.285505,0.296988,0,6,0,0,0,0.008453
QassamiMarwan__,QassamiMarwan__,,1,Mentions,1,1,6,0.299159,0.314516,0,18,0,0,0,0.016566
3diyah1000,3diyah1000,,1,Mentions,1,1,8,0.210349,0.21732,0,5,0,0,0,0.000799
TeamMediaWarIq,TeamMediaWarIq,,1,Mentions,1,1,8,0.209245,0.215804,0,6,0,0,0,0.000599
o0_o3,o0_o3,,5,Mentions,4,5,6,0.33404,0.36025,0.000245,10,0,0.5,3,0.057527
MuhajirAbuu,MuhajirAbuu,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
wellesbien,wellesbien,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
War__Tracker,War__Tracker,,1,Mentions,1,1,7,0.250151,0.256714,0,6,0,0,0,0.001893
omashkavash14,omashkavash14,,1,Mentions,1,1,8,0.233192,0.240544,0,9,0,0,0,0.001783
wilayah_tw,wilayah_tw,,4,Mentions,1,4,6,0.255068,0.263232,0,8,0,0,0,0.002929
omashkavash16,omashkavash16,,8,Mentions,4,8,6,0.31971,0.339801,0.000416,16,0,0.166667,1,0.033734
ayishabaloch,ayishabaloch,,3,Mentions,1,3,6,0.269112,0.280749,0,17,0,0,0,0.008397
Amerdeghayes1,Amerdeghayes1,,1,Mentions,1,1,6,0.272952,0.282482,0,19,0,0,0,0.003779
waze,waze,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
Kushrenada_NL,Kushrenada_NL,,1,Mentions,1,1,7,0.250151,0.256714,0,6,0,0,0,0.001893
blackglass_18,blackglass_18,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
LifeInSyria,LifeInSyria,,9,Mentions,5,9,6,0.295367,0.309071,0.000119,4,0,0.1,1,0.017658
RudawEnglish,RudawEnglish,,6,Mentions,4,6,6,0.340222,0.367498,0.000033,15,0,0.833333,5,0.069048
Nussaibah,Nussaibah,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
BridgetMoreng,BridgetMoreng,,1,Mentions,1,1,7,0.26212,0.273248,0,10,0,0,0,0.003014
MOD_Russia,MOD_Russia,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
Jazrawi_Hama,Jazrawi_Hama,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
DailyMail,DailyMail,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
JohnJestohutur,JohnJestohutur,,3,Mentions,2,3,6,0.311876,0.334295,0,15,0,1,1,0.033049
gerfingerpoken,gerfingerpoken,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
06kill56,06kill56,,1,Mentions,1,1,2,0.529412,0.555556,0,7,1,0,0,0.000501
jhjh105jh,jhjh105jh,,1,Mentions,1,1,6,0.264784,0.272862,0,9,0,0,0,0.003192
tailor_richard,tailor_richard,,1,Mentions,1,1,6,0.319896,0.332971,0,0,0,0,0,0.017014
WarMonitor,WarMonitor,,15,Mentions,10,15,6,0.347183,0.372121,0.004746,18,0,0.2,9,0.0731
M3t4_tr0n,M3t4_tr0n,,18,Mentions,2,18,6,0.305061,0.319951,0,2,0,1,1,0.019893
GreekAnalyst,GreekAnalyst,,2,Mentions,2,2,6,0.267502,0.277551,0.000297,6,0,0,0,0.006783
DorarShami,DorarShami,,3,Mentions,2,3,6,0.317076,0.334643,0,2,0,1,1,0.030275
WavveyMo,WavveyMo,,2,Mentions,1,2,6,0.281665,0.292787,0,8,0,0,0,0.006131
omeisy,omeisy,,1,Mentions,1,1,6,0.276834,0.286592,0,2,0,0,0,0.004789
KAquarion,KAquarion,,2,Mentions,1,2,6,0.284401,0.299239,0,16,0,0,0,0.012414
afpfr,afpfr,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
intlspectator,intlspectator,,11,Mentions,5,11,6,0.337688,0.365141,0.000671,17,0,0.4,4,0.064997
CedricMas,CedricMas,,5,Mentions,2,5,6,0.324507,0.348152,0,15,0,1,1,0.044029
Alrawabet_3,Alrawabet_3,,1,Mentions,1,1,7,0.243452,0.249244,0,0,0,0,0,0.000962
HamdiHassan1,HamdiHassan1,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
dkimball12,dkimball12,,4,Mentions,3,4,6,0.335055,0.361675,0,15,0,1,3,0.056443
lifelover204,lifelover204,,3,Mentions,1,3,6,0.319896,0.332971,0,0,0,0,0,0.017014
Blackglass_19,Blackglass_19,,2,Mentions,2,2,6,0.329943,0.353903,0,18,0,1,1,0.046886
astroehlein,astroehlein,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
AFullaan34th,AFullaan34th,,3,Mentions,1,3,6,0.252403,0.259771,0,21,0,0,0,0.002808
BreakingNews,BreakingNews,,1,Mentions,1,1,6,0.300709,0.313907,0,2,0,0,0,0.013709
Martin_Kramer,Martin_Kramer,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
john_hussain1,john_hussain1,,1,Mentions,1,1,7,0.254089,0.263841,0,3,0,0,0,0.002729
pzf,pzf,,3,Mentions,2,3,6,0.303022,0.317004,0.000035,19,0,0,0,0.017464
4BU3U5Li3,4BU3U5Li3,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
WorldofSufis,WorldofSufis,,1,Mentions,1,1,7,0.246536,0.253445,0,4,0,0,0,0.002023
iFalasteen,iFalasteen,,1,Mentions,1,1,6,0.293663,0.308991,0,0,0,0,0,0.016358
5x5waqqas,5x5waqqas,,1,Mentions,1,1,7,0.268544,0.281999,0,3,0,0,0,0.006849
AmitShah,AmitShah,,1,Mentions,1,1,6,0.262265,0.270394,0,0,0,0,0,0.003276
tedcruz,tedcruz,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
dbervoet,dbervoet,,1,Mentions,1,1,6,0.258617,0.266757,0,10,0,0,0,0.003791
inghimasiyin6,inghimasiyin6,,2,Mentions,1,2,6,0.293663,0.308991,0,0,0,0,0,0.016358
X123Alpha,X123Alpha,,1,Mentions,1,1,6,0.255068,0.263232,0,8,0,0,0,0.002929
Indepen_Patriot,Indepen_Patriot,,1,Mentions,1,1,6,0.284401,0.299239,0,16,0,0,0,0.012414
KenRoth,KenRoth,,4,Mentions,4,4,6,0.327073,0.347351,0.001111,22,0,0.333333,2,0.03988
FrenchyMusliim,FrenchyMusliim,,1,Mentions,1,1,6,0.310938,0.332784,0,15,0,0,0,0.03032
AK47witness,AK47witness,,1,Mentions,1,1,7,0.250663,0.258034,0,8,0,0,0,0.001727
AmirBakistani47,AmirBakistani47,,1,Mentions,1,1,7,0.251215,0.257983,0,12,0,0,0,0.003047
dumuzi1969,dumuzi1969,,3,Mentions,1,3,6,0.300709,0.313907,0,2,0,0,0,0.013709
