Source,Target,Type,Id,Label,timeset,Weight
TheRealBTL,IbnKashmir_,Undirected,506,,,2
whatsappmembers,warrnews,Undirected,507,,,1
QassamiMarwan,Madfac_RBG,Undirected,508,,,1
war_analysis,AdamHasakah112,Undirected,509,,,3
MhzBnt,AEJKhalil,Undirected,510,,,3
aloudnada1,abubakerdimshqi,Undirected,511,,,1
KhattabHamza123,Alwala_bara,Undirected,512,,,3
Uncle_SamCoco,Shin_Near,Undirected,513,,,1
warreports,mobi_ayubi,Undirected,514,,,1
klakishinki,khalidi_4_sham,Undirected,515,,,3
__alfresco__,ThatCoffeeTho,Undirected,516,,,5
wordsburning2,RamiAlLolah,Undirected,517,,,1
mobi_ayubi,Malcolmite,Undirected,518,,,13
RamiAlLolah,Freedom_speech2,Undirected,519,,,3
WarReporter1,UK_CAGE,Undirected,520,,,1
Uncle_SamCoco,HanbaliSan,Undirected,521,,,1
Veritas__Media,RamiAlLolah,Undirected,522,,,3
wayf44rerr,SaqrQuraysh11,Undirected,523,,,1
michaeldweiss,abuayisha108,Undirected,524,,,2
warrnews,Barzani_HN,Undirected,525,,,1
warrnews,khalidi_4_sham,Undirected,526,,,3
doctormozamge,RamiAlLolah,Undirected,527,,,2
alqatil24,CXaafada2,Undirected,528,,,1
warrnews,kasimf,Undirected,529,,,1
WhiteCat_7,WakasFahad10,Undirected,530,,,1
war_analysis,Newslnfo,Undirected,531,,,1
kesisygegum,MaghrebiQM,Undirected,532,,,5
st3erer,cerkesmansur,Undirected,533,,,1
markito0171,lNSlDEWAR,Undirected,534,,,3
afpfr,Uncle_SamCoco,Undirected,535,,,1
mobi_ayubi,BosnjoBoy,Undirected,536,,,1
ibnu_noran8,WhiteCat_7,Undirected,537,,,10
warrnews,Chief_MarshallR,Undirected,538,,,1
mobi_ayubi,JihadmalSabiq,Undirected,539,,,2
OmarKhattabHar2,Baqiyah_Khilafa,Undirected,540,,,2
wayf44rerr,YunusGhareeb,Undirected,541,,,9
warrnews,Charles_Lister,Undirected,542,,,3
waze,warrnews,Undirected,543,,,1
GunsandCoffee70,Dawlat_islam7,Undirected,544,,,1
DabiqsweetsMan,Alrawabet_3,Undirected,545,,,1
intlspectator,EPlC24,Undirected,546,,,1
Suspend_Me_fags,Nidalgazaui,Undirected,547,,,1
Uncle_SamCoco,OlivierGuitta,Undirected,548,,,8
fukuyamazigh,Uncle_SamCoco,Undirected,549,,,21
abuayisha108,_b1vrnas1ha_,Undirected,550,,,3
WarReporter1,BabakTaghvaee,Undirected,551,,,3
murasil1,BanniereNoireEN,Undirected,552,,,2
Uncle_SamCoco,EjmAlrai,Undirected,553,,,2
Uncle_SamCoco,AntiMedia,Undirected,554,,,1
warrnews,IvanSidorenko1,Undirected,555,,,1
The_Muwahhid,MaghrebiQM,Undirected,556,,,1
mobi_ayubi,Jazrawi_Joulan,Undirected,557,,,5
ro34th,abcnewsMelb,Undirected,558,,,1
warreporter2,Raqqa_SL,Undirected,559,,,2
wheelertweets,MaghrebiQM,Undirected,560,,,1
klekishi,Jazrawi_Saraqib,Undirected,561,,,3
WhiteCat_7,Haditha21,Undirected,562,,,11
_IshfaqAhmad,Nidalgazaui,Undirected,563,,,5
Uncle_SamCoco,AimanofArabia,Undirected,564,,,2
whoamidude,JohnsonsBot,Undirected,565,,,1
AbuNaseeha_03,1Dawlah_III,Undirected,566,,,8
puredeen4,Uncle_SamCoco,Undirected,567,,,1
Uncle_SamCoco,Sturluson__,Undirected,568,,,6
newsdigest2016,RamiAlLolah,Undirected,569,,,1
freelance_112,PrinceOfFreakz,Undirected,570,,,1
Jazrawi_Abyan,Fidaee_Fulaani,Undirected,571,,,1
MaghrabiArabi,Indepen_Patriot,Undirected,572,,,1
Baqiyah_Khilafa,AFullaan34th,Undirected,573,,,3
WarReporter1,Syricide,Undirected,574,,,2
wordsburning,Uncle_SamCoco,Undirected,575,,,1
War__Tracker,Bajwa47online,Undirected,576,,,1
Uncle_SamCoco,TheIraqWitness,Undirected,577,,,8
IvanSidorenko1,AsimAbuMerjem,Undirected,578,,,1
reporter0a,MaghrebiQM,Undirected,579,,,1
c_aravazener,Uncle_SamCoco,Undirected,580,,,1
__alfresco__,Jazrawi_Saraqib,Undirected,581,,,1
ZawjatuAP,MaghrabiArabi,Undirected,582,,,1
YousefNat,Uncle_SamCoco,Undirected,583,,,1
Nidalgazaui,Adamhasak43,Undirected,584,,,1
__alfresco__,7layers_,Undirected,585,,,4
RamiAlLolah,AbuNaseeha_03,Undirected,586,,,1
TheStudyofWar,MaghrabiArabi,Undirected,587,,,5
AsaduddinOwasi,432Mryam,Undirected,588,,,1
vsevolod_tk,WarReporter1,Undirected,589,,,2
mustafaklash56,baaqiya_01,Undirected,590,,,1
abuhumayra4,PresosMusulmane,Undirected,591,,,1
mobi_ayubi,RamiAlLoIah,Undirected,592,,,1
thefIamesofhaqq,_Qareeban,Undirected,593,,,2
_Muslimah1___,YazeedDhardaa25,Undirected,594,,,1
NaseemAhmed50,Erhabi39,Undirected,595,,,1
melvynlion,ansari_captain,Undirected,596,,,2
warrnews,AdamHasakah69,Undirected,597,,,1
Jazrawi_Ankara,Fidaee_Fulaani,Undirected,598,,,2
sarahlee1429,MhzBnt,Undirected,599,,,2
thefIamesofhaqq,1Ak187,Undirected,600,,,1
khalidi_4_sham,IbnKashmir_,Undirected,601,,,1
patriaomuerte__,Uncle_SamCoco,Undirected,602,,,1
mobi_ayubi,ShirazMaher,Undirected,603,,,1
warrnews,USMC,Undirected,604,,,1
imtiazislamkhan,CXaafada2,Undirected,605,,,4
jenanmoussa,MaghrabiArabi,Undirected,606,,,1
MiddleEastEye,MaghrabiArabi,Undirected,607,,,2
wayf44rerr,NusantarWitness,Undirected,608,,,1
GENERALFALLUJ35,Baqiyah_Khilafa,Undirected,609,,,3
bintraveller,amatu_rahmaan,Undirected,610,,,1
Conflicts,1515Ummah,Undirected,611,,,2
Uncle_SamCoco,Freedom_speech2,Undirected,612,,,1
iyad_elbaghdadi,Uncle_SamCoco,Undirected,613,,,2
J_Eielamiya5,CXaafada2,Undirected,614,,,1
JoinISNation102,BrunFree,Undirected,615,,,1
anaksabil79,abuayisha108,Undirected,616,,,1
turista_bintrav,06230550_IS,Undirected,617,,,1
warrnews,ArtWendeley,Undirected,618,,,1
brrreaking_news,MaghrabiArabi,Undirected,619,,,1
jhjh105jh,1515Ummah,Undirected,620,,,1
striv3rer,WarReporter1,Undirected,621,,,3
MaghrebiWM,AlainAlou1,Undirected,622,,,1
WarReporter1,Shaheed_yousha,Undirected,623,,,1
thetimes,FidaeeFulaani,Undirected,624,,,1
wayf44rerr,DailyStarLeb,Undirected,625,,,3
abutariq041,2Abu87H,Undirected,626,,,2
Mountainjjoool,Global_Libz,Undirected,627,,,1
warrnews,alkaraki10,Undirected,628,,,1
__alfresco__,Uncle_SamCoco,Undirected,629,,,1
Suspend_Me_fags,CdvdvgbjgZz,Undirected,630,,,5
alamreeki4,MaV_7778,Undirected,631,,,1
GuidedSalafi,AsimAbuMerjem,Undirected,632,,,4
WarReporter1,GroupAnon,Undirected,633,,,1
Fiseebilillah,AsimAbuMerjem,Undirected,634,,,3
wayf44rerr,Uncle_SamCoco,Undirected,635,,,2
melvynlion,Ele7vn,Undirected,636,,,58
MaghrabiArabi,CNN,Undirected,637,,,6
warrnews,pzf,Undirected,638,,,1
abuayisha108,Remy8289,Undirected,639,,,1
Uncle_SamCoco,BFMTV,Undirected,640,,,1
Uncle_SamCoco,FehmiAlTurki,Undirected,641,,,2
PalmyraRev1,IbnKashmir_,Undirected,642,,,1
NaseemAhmed50,AdamHasakah123,Undirected,643,,,1
Uncle_SamCoco,KenanRahmani,Undirected,644,,,1
gogogogo5566771,Baqiyah_Khilafa,Undirected,645,,,1
aid_britani,WarReporter1,Undirected,646,,,4
muslim3un,melvynlion,Undirected,647,,,1
SkyNews,Baqiyah_Khilafa,Undirected,648,,,2
murasil1,Salam_al_mosawy,Undirected,649,,,1
pieternanninga,maisaraghereeb,Undirected,650,,,2
_IshfaqAhmad,ESPNcricinfo,Undirected,651,,,1
mobi_ayubi,A7_Mirza,Undirected,652,,,1
_IshfaqAhmad,MichaelVaughan,Undirected,653,,,1
PalmyraRev1,Nidalgazaui,Undirected,654,,,5
deSyracuse,MaghrebiQM,Undirected,655,,,1
_IshfaqAhmad,Trendulkar,Undirected,656,,,1
Mountainjjoool,IraqiSpringMC,Undirected,657,,,1
Uncle_SamCoco,RenaNetjes,Undirected,658,,,1
moonnor27,abdlrhmn15,Undirected,659,,,1
abuayisha102,OzWitness133,Undirected,660,,,1
MaghrebiQM,Aziz_Sham2,Undirected,661,,,2
ro34th,GlennKesslerWP,Undirected,662,,,1
klakishinki1,FidaeeFulaani,Undirected,663,,,5
Mountainjjoool,GIJVEli,Undirected,664,,,1
Fidaee_Fulaani,Arab_parachute,Undirected,665,,,2
safiyaimback,mubasherlucman,Undirected,666,,,1
murasil1,hjkdpod,Undirected,667,,,2
abuhumayra4,OumDujana,Undirected,668,,,9
business,MaghrabiArabi,Undirected,669,,,1
WarReporter1,Terror_Monitor,Undirected,670,,,8
safiyaimback,Maestrouzy,Undirected,671,,,3
miladvisor,Nidalgazaui,Undirected,672,,,1
amaat_allah_112,AbdusMujahid149,Undirected,673,,,1
archicivilians,Abu_Azzzam25,Undirected,674,,,1
Uncle_SamCoco,RudawEnglish,Undirected,675,,,3
wayyf44rer,striverer,Undirected,676,,,1
WhiteCat_7,Jihadology_Net,Undirected,677,,,1
__alfresco__,AlHaqqiqaMedia,Undirected,678,,,4
warrnews,TheCJN,Undirected,679,,,1
atzrf,06230550_IS,Undirected,680,,,1
warrnews,trbrtc,Undirected,681,,,1
turkishgoals,Uncle_SamCoco,Undirected,682,,,1
vicenews,NaseemAhmed50,Undirected,683,,,4
hajar_cantlie01,Baqiyah_Khilafa,Undirected,684,,,1
st3erer,BlogsofWar,Undirected,685,,,1
Uncle_SamCoco,Nidalgazaui,Undirected,686,,,8
washingtonpost,MaghrabiArabi,Undirected,687,,,2
abuhumayra4,__aldente__,Undirected,688,,,4
abutariq040,7layers_,Undirected,689,,,3
NasheedHunter,MaghrabiArabi,Undirected,690,,,1
lasnahuna,DawlaWitness11,Undirected,691,,,1
ro34th,gare,Undirected,692,,,1
MuawiyahDK,MaghrabiArabi,Undirected,693,,,1
Suspend_Me_fags,J0SEPHST4LIN,Undirected,694,,,1
WhiteCat_7,Lina24379244,Undirected,695,,,1
__alfresco__,IbnKashmir_,Undirected,696,,,3
shishany7,Uncle_SamCoco,Undirected,697,,,1
amine69_,Uncle_SamCoco,Undirected,698,,,3
ReutersWorld,NaseemAhmed50,Undirected,699,,,2
warrnews,PalmyraRev1,Undirected,700,,,3
WarReporter1,Mustiklash,Undirected,701,,,2
rheeq_again1966,Baqiyah_Khilafa,Undirected,702,,,1
jamac78316414,CXaafada2,Undirected,703,,,1
jeremyscahill,Uncle_SamCoco,Undirected,704,,,1
ibnquds2323,MhzBnt,Undirected,705,,,2
ilm_aml,abuhumayra4,Undirected,706,,,1
melvynlion,Saym3s,Undirected,707,,,1
mobi_ayubi,Nidalgazaui,Undirected,708,,,45
st3erer,Nidalgazaui,Undirected,709,,,1
wayf44rerr,Iq2016Bgd,Undirected,710,,,1
scent_of_musk,06230550_IS,Undirected,711,,,1
theintercept,WarReporter1,Undirected,712,,,1
WarReporter1,Veritas__Media,Undirected,713,,,4
putintintin1,Uncle_SamCoco,Undirected,714,,,2
ak47dawakafiri,abuayisha102,Undirected,715,,,1
thomasjoscelyn,WarReporter1,Undirected,716,,,2
monaalami,MaghrabiArabi,Undirected,717,,,1
al_nusra,UANigeri,Undirected,718,,,3
dxk16,CXaafada2,Undirected,719,,,1
RomainCaillet,RamiAlLolah,Undirected,720,,,2
warrnews,DR_SHAHID,Undirected,721,,,2
__aldente__,FidaeeFulaani,Undirected,722,,,1
RamiAlLolah,HlBHASHEND,Undirected,723,,,1
TheArabSource,Nidalgazaui,Undirected,724,,,1
travisg14,MaghrabiArabi,Undirected,725,,,1
YazeedDhardaa25,War_Reports,Undirected,726,,,4
warrnews,Free_Media_Hub,Undirected,727,,,2
Witness_alHaqq,FidaeeFulaani,Undirected,728,,,1
ismailmahsud,DanieleRaineri,Undirected,729,,,2
p_vanostaeyen,EPlC24,Undirected,730,,,1
thefIamesofhaqq,Support,Undirected,731,,,1
__alfresco__,Mountainzzzzzas,Undirected,732,,,4
WarReporter1,2lejit2kwik,Undirected,733,,,1
warrnews,7layers_,Undirected,734,,,3
WarReporter1,Stevedavis1924,Undirected,735,,,2
warrnews,brett_mcgurk,Undirected,736,,,2
haya_atassi,RamiAlLolah,Undirected,737,,,1
WhiteCat_7,EjmAlrai,Undirected,738,,,1
SamiRWE6,RamiAlLolah,Undirected,739,,,1
Muhammad_Andals,Bajwa47online,Undirected,740,,,1
abdlrhmn15,SalafiyyahLDN,Undirected,741,,,1
safiyaimback1,melvynlion,Undirected,742,,,1
khilafahlover1,IbnKashmir_,Undirected,743,,,1
Uncle_SamCoco,MaghrabiArabi,Undirected,744,,,1
warrnews,MilitaryFarm,Undirected,745,,,3
_Phosphenia,Uncle_SamCoco,Undirected,746,,,2
Uncle_SamCoco,Military_Edge,Undirected,747,,,1
striv3r_,Fidaee_Fulaani,Undirected,748,,,1
_LowkeyRT21,MhzBnt,Undirected,749,,,1
app33mu113_,WarReporter1,Undirected,750,,,1
Uncle_SamCoco,Fiefienix,Undirected,751,,,13
abuhumayra4,Abulabbaas81,Undirected,752,,,1
moustiklash,FidaeeFulaani,Undirected,753,,,11
SamTamiz,NaseemAhmed50,Undirected,754,,,1
the_muwahhid,_IshfaqAhmad,Undirected,755,,,3
Nidalgazaui,EPlC24,Undirected,756,,,4
grezz10,bintKS777,Undirected,757,,,2
Uncle_SamCoco,Abu_Azzzam25,Undirected,758,,,5
WarReporter1,QubesOS,Undirected,759,,,2
Battar_English,AlArabiya_Eng,Undirected,760,,,1
fasabrun_jameel,Uncle_SamCoco,Undirected,761,,,15
ro34th,AylinaKilic,Undirected,762,,,1
abdlrhmn15,AmarAmarasingam,Undirected,763,,,1
war_analysis,Veritas__Media,Undirected,764,,,1
jazrawi_cuscous,_IshfaqAhmad,Undirected,765,,,1
thea,WarReporter1,Undirected,766,,,1
IHWCo,FidaeeFulaani,Undirected,767,,,1
Suspend_Me_fags,Abu296H,Undirected,768,,,1
abu14315,WarReporter1,Undirected,769,,,1
abutariq041,Ilmseeker_,Undirected,770,,,1
FidaeeFulaani,DamianCruz_,Undirected,771,,,2
islamic_front,MaghrebiWM,Undirected,772,,,1
Uncle_SamCoco,El_Maghrebi,Undirected,773,,,1
Interbrigades,Abu_Azzzam25,Undirected,774,,,1
WhiteCat_7,11_HaqqPrevails,Undirected,775,,,6
battosaikaito,Uncle_SamCoco,Undirected,776,,,2
mobi_ayubi,Eire_QC,Undirected,777,,,1
mostiklash,FidaeeFulaani,Undirected,778,,,3
Uncle_SamCoco,NorthernStork,Undirected,779,,,1
MaghrabiArabi,AbuNaseeha_2,Undirected,780,,,1
slhbtr32,MhzBnt,Undirected,781,,,1
MusaIbr63330110,MilkSheikh2,Undirected,782,,,3
abuhumayra4,AhHijra,Undirected,783,,,1
WarReporter1,Tails_live,Undirected,784,,,3
ro34th,AFP,Undirected,785,,,16
mobi_ayubi,Miirwais,Undirected,786,,,1
mobi_ayubi,SOONSOON589,Undirected,787,,,4
squadsquaaaaad,alamrikiya_001,Undirected,788,,,13
Saeed_alHalabi1,MaghrebiQM,Undirected,789,,,1
wayf44rerr,AFP,Undirected,790,,,3
mobi_ayubi,OumDujana,Undirected,791,,,1
warreporter2,DawahAkh2,Undirected,792,,,1
lion_faisal,alamreeki4,Undirected,793,,,1
JewhadiTM,Abu_Azzzam25,Undirected,794,,,1
incitefear,grezz10,Undirected,795,,,4
TrainerVee,RamiAlLolah,Undirected,796,,,1
RamiAlLolah,Adamhasak46,Undirected,797,,,2
oryxspioenkop,WarReporter1,Undirected,798,,,2
WarReporter1,Freedom_speech2,Undirected,799,,,3
albelgikiya10,DawlaWitness11,Undirected,800,,,1
imkishorkp,_IshfaqAhmad,Undirected,801,,,2
markito0171,JoinISNation102,Undirected,802,,,1
Uncle_SamCoco,JJBourdin_RMC,Undirected,803,,,1
Suspend_Me_fags,Afriqqiya_252,Undirected,804,,,1
ansarakhilafa,SayfKaserIS,Undirected,805,,,1
rebel_real,Uncle_SamCoco,Undirected,806,,,4
WarReporter1,Adamha0,Undirected,807,,,1
mobi_ayubi,michaelh992,Undirected,808,,,8
wayf44rerr,striv3rx,Undirected,809,,,1
warrnews,iyad_elbaghdadi,Undirected,810,,,1
abubakerdimshqi,abuaziz20131,Undirected,811,,,1
Rudawkurdish,RamiAlLolah,Undirected,812,,,1
pieternanninga,WarReporter1,Undirected,813,,,4
moonnor27,MhzBnt,Undirected,814,,,1
RamiAlLolah,Dr_Alsony,Undirected,815,,,1
RamiAlLolah,Aljumaily70M,Undirected,816,,,2
_IshfaqAhmad,EPlC22,Undirected,817,,,1
iluimu_IS,Alwala_bara,Undirected,818,,,1
_IshfaqAhmad,TalibItaali,Undirected,819,,,1
YonhapNews,AbdusMujahid149,Undirected,820,,,1
justice_kashur1,_IshfaqAhmad,Undirected,821,,,1
mobi_ayubi,SyriaCeasefire,Undirected,822,,,3
mobi_ayubi,TheRealBTL,Undirected,823,,,3
alexwardb,MaghrabiArabi,Undirected,824,,,1
hassinaouch,RamiAlLolah,Undirected,825,,,1
Uncle_SamCoco,AliAlOraini,Undirected,826,,,1
abuabdelelah,RamiAlLolah,Undirected,827,,,1
ro34th,cnni,Undirected,828,,,1
YemenPostNews,Uncle_SamCoco,Undirected,829,,,1
Nidalgazaui,AsimAbuMerjem,Undirected,830,,,22
yaAllah4giveme,MilkSheikh2,Undirected,831,,,1
Uncle_SamCoco,HadjSarrasins,Undirected,832,,,6
Mountainjjoool,Adamhasak46,Undirected,833,,,1
Martin_Kramer,MaghrabiArabi,Undirected,834,,,1
ts_onliht132s,mobi_ayubi,Undirected,835,,,1
lightpenetrated,_IshfaqAhmad,Undirected,836,,,14
KhaledBeydoun,IbnKashmir_,Undirected,837,,,1
mobi_ayubi,markito0171,Undirected,838,,,11
fares14192315,CXaafada2,Undirected,839,,,2
mobi_ayubi,HKX07,Undirected,840,,,3
hotncold110,MilkSheikh2,Undirected,841,,,1
hasan9ali,1515Ummah,Undirected,842,,,1
ajplus,Abu_Azzzam25,Undirected,843,,,1
azelin,Freedom_speech2,Undirected,844,,,1
grezz10,antiISISnot,Undirected,845,,,1
WarReporter1,OPSEC_IT,Undirected,846,,,3
RamiAlLolah,Hnta9080,Undirected,847,,,2
warreporter2,hamzayusuf,Undirected,848,,,1
dhivehistan,WarReporter1,Undirected,849,,,2
obretix,murasil1,Undirected,850,,,1
SpeakerRyan,MaghrabiArabi,Undirected,851,,,2
mobi_ayubi,azelin,Undirected,852,,,1
wayf44rerr,murasil1,Undirected,853,,,1
qadhifa,Afriqqiya_252,Undirected,854,,,1
war_analysis,JulianRoepcke,Undirected,855,,,2
EPlC24,AP,Undirected,856,,,1
abdlrhmn15,Raheelk,Undirected,857,,,1
Somaliyyah,Bajwa47online,Undirected,858,,,1
RamiAlLolah,Falcon_2021,Undirected,859,,,1
NaseemAhmed50,IBKR_TI,Undirected,860,,,1
KhateebAlUmawi,1515Ummah,Undirected,861,,,1
SaqrQaa3d_,EPlC24,Undirected,862,,,1
abou3abdILLAH59,Uncle_SamCoco,Undirected,863,,,5
ghnimah2,Baqiyah_Khilafa,Undirected,864,,,12
ismailmahsud,AsimBajwaISPR,Undirected,865,,,1
_Muslimah_229,MhzBnt,Undirected,866,,,1
mobi_ayubi,carolmalouf,Undirected,867,,,1
scholarsofhaq14,abuhumayra4,Undirected,868,,,1
scottienhughes,MaghrabiArabi,Undirected,869,,,1
statedeptspox,RamiAlLolah,Undirected,870,,,3
abuhumayra4,Lanaat_kuffar,Undirected,871,,,1
matthew_d_green,WarReporter1,Undirected,872,,,2
st3erer,KawlF,Undirected,873,,,1
WarReporter1,GissiSim,Undirected,874,,,1
GunsandCoffee70,Emerat_AQ_islam,Undirected,875,,,1
_IraqWitness,Jazrawi_Saraqib,Undirected,876,,,1
mobi_ayubi,Daudoo,Undirected,877,,,5
Uncle_SamCoco,ScotMikey1111,Undirected,878,,,2
mobi_ayubi,Free_Media_Hub2,Undirected,879,,,1
__alfresco__,Nussra_E,Undirected,880,,,3
warrnews,ALAMAWI,Undirected,881,,,1
syrmukhabarat,Freedom_speech2,Undirected,882,,,4
wwayf44rer,c0n0fj1had4_,Undirected,883,,,1
Nidalgazaui,0LNIDL,Undirected,884,,,2
warrnews,AQpk,Undirected,885,,,3
lion_faisal,Uncle_SamCoco,Undirected,886,,,1
_EjmAlrai,QassamiMarwan,Undirected,887,,,1
ismailmahsud,ImtiyazAzhar,Undirected,888,,,1
thefIamesofhaqq,OmarKhattabHar1,Undirected,889,,,2
war_analysis,DawlaWitness1_,Undirected,890,,,2
Uncle_SamCoco,Gunslinger__G,Undirected,891,,,3
MousaAlomar,AsimAbuMerjem,Undirected,892,,,1
mobi_ayubi,WhiteCat_7,Undirected,893,,,1
Baqiyah_Khilafa,ALW4S,Undirected,894,,,1
RamiAlLolah,AsayishMedia,Undirected,895,,,1
VPAFernandez,MaghrabiArabi,Undirected,896,,,1
riskstaff,WarReporter1,Undirected,897,,,1
QassamiMarwan,MaghrebiQM,Undirected,898,,,4
_IshfaqAhmad,Reuters,Undirected,899,,,3
sayed_ridha,EPlC24,Undirected,900,,,6
ibnlive,_IshfaqAhmad,Undirected,901,,,1
algutah1991,abubakerdimshqi,Undirected,902,,,1
WeaboIsNEET,Uncle_SamCoco,Undirected,903,,,2
mobi_ayubi,cand_i1,Undirected,904,,,2
abdlrhmn15,JohnKerry,Undirected,905,,,1
ro34th,TrueTorah,Undirected,906,,,1
p_vanostaeyen,QassamiMarwan,Undirected,907,,,3
al_nusra,8ballpool,Undirected,908,,,1
leithfadel,EPlC24,Undirected,909,,,1
zaidbenjamin,mobi_ayubi,Undirected,910,,,7
warrnews,DrPartizan_,Undirected,911,,,7
RamiAlLolah,HamidHadeed,Undirected,912,,,7
_AlAsma_ulHusna,Witness_alHaqq,Undirected,913,,,7
khanasor_sinjar,AbuMusab_110,Undirected,914,,,2
Uncle_SamCoco,Salim_SYR,Undirected,915,,,1
WarReporter1,QassamiMarwan__,Undirected,916,,,1
ismailmahsud,BilladEarth2,Undirected,917,,,1
st3erer,__alfresco__,Undirected,918,,,5
hasan1li,Uncle_SamCoco,Undirected,919,,,1
harun_yahya,_IshfaqAhmad,Undirected,920,,,1
MilkSheikh2,MarwanTunsi___,Undirected,921,,,2
moataagency,ismailmahsud,Undirected,922,,,1
deSyracuse,Uncle_SamCoco,Undirected,923,,,1
mobi_ayubi,ShamiRebel,Undirected,924,,,14
ShamiNews2016,MaghrabiArabi,Undirected,925,,,1
striv3r_,IbnKashmir_,Undirected,926,,,1
YunusGhareeb,AsimAbuMerjem,Undirected,927,,,3
nslwin,__alfresco__,Undirected,928,,,1
nvor85j,AlHabshi15,Undirected,929,,,1
Nidalgazaui,HadiAlabdallah,Undirected,930,,,1
whoamidude,Jazrawi_Saraqib,Undirected,931,,,1
kayadam15,abuhumayra4,Undirected,932,,,1
WarReporter1,AASchapiro,Undirected,933,,,1
skbskh,Uncle_SamCoco,Undirected,934,,,1
murasil1,KhateebDimashqi,Undirected,935,,,1
stevoiraq,MaghrabiArabi,Undirected,936,,,2
WarMonitor,EPlC24,Undirected,937,,,1
abpnewstv,MaghrabiArabi,Undirected,938,,,1
__OO1Muslliimah,Bajwa47online,Undirected,939,,,1
zzgab,_IshfaqAhmad,Undirected,940,,,2
SalaktuTariqi_,MaghrebiQM,Undirected,941,,,1
darulhijrateyni,ShaykhGoogIe,Undirected,942,,,1
st3erer,TheArabSource,Undirected,943,,,1
bintpaladin,abuayisha108,Undirected,944,,,1
siftorias,RamiAlLolah,Undirected,945,,,1
masrour_barzani,MaghrabiArabi,Undirected,946,,,1
muktarbelmuktar,Mountainjjoool,Undirected,947,,,1
_IshfaqAhmad,CricProf,Undirected,948,,,1
scottmikey1111,IbnKashmir_,Undirected,949,,,4
war_analysis,sultanbinbajad,Undirected,950,,,1
NorthernStork,Nidalgazaui,Undirected,951,,,2
Uncle_SamCoco,MuawiyahDK,Undirected,952,,,4
Uncle_SamCoco,MiddleEastInst,Undirected,953,,,1
BaqiyaIs,AHWAAL_UMMAT10,Undirected,954,,,1
__alfresco__,RamiAlLolah,Undirected,955,,,8
kIakishini5,ajaltamimi,Undirected,956,,,1
dkimball12,Uncle_SamCoco,Undirected,957,,,2
sandukankanack,abdlrhmn15,Undirected,958,,,1
mobi_ayubi,MENASTREAM,Undirected,959,,,5
RamiAlLolah,KingleedrdAli,Undirected,960,,,1
RamiAlLolah,NaseemAhmed50,Undirected,961,,,34
matthewfsmith,__alfresco__,Undirected,962,,,1
NaseemAhmed50,DawlaWitness11,Undirected,963,,,1
freelance_112,Adxm82,Undirected,964,,,1
bonniekipperman,Uncle_SamCoco,Undirected,965,,,3
MaghrebiHD,BridgetMoreng,Undirected,966,,,1
abdlrhmn15,BuzzFeedNews,Undirected,967,,,1
WarReporter1,Hasakahadam6,Undirected,968,,,1
_blvrnasiha,432Mryam,Undirected,969,,,10
ragipsoylu,Fidaee_Fulaani,Undirected,970,,,1
dkimball12,MaghrabiArabi,Undirected,971,,,1
DawlaWitness11,BBCWorld,Undirected,972,,,1
warrnews,AEJKhalil,Undirected,973,,,2
war_analysis,abu_bengali,Undirected,974,,,2
ro34th,jobahout,Undirected,975,,,1
WarReporter1,PatrickOsgood,Undirected,976,,,1
MaghrabiArabi,AJEnglish,Undirected,977,,,2
anti_shirkkkk,Mountainjjoool,Undirected,978,,,1
MaghrabiArabi,Jazrawi_Hama,Undirected,979,,,1
the_47th,_IshfaqAhmad,Undirected,980,,,1
Freedom_speech2,BrunFree,Undirected,981,,,1
warrnews,EngKhabbab,Undirected,982,,,1
warrnews,FreeingSyria,Undirected,983,,,1
meanfellow90,_IshfaqAhmad,Undirected,984,,,2
__alfresco__,Tawheed4all,Undirected,985,,,3
markito0171,RamiAlLolah,Undirected,986,,,7
warrnews,FSATruth,Undirected,987,,,1
OumDujana,AsimAbuMerjem,Undirected,988,,,3
support_7220,safiyaimback,Undirected,989,,,3
warrnews,MousaAlomar,Undirected,990,,,2
Tunsi_Marwan__,MaghrabiArabi,Undirected,991,,,2
__alfresco__,_SalmanHashimi,Undirected,992,,,7
striv3r_,bintraveller,Undirected,993,,,1
c0n0fj1had4_,TrendingWnews,Undirected,994,,,2
abubakerdimshqi,HosamMuhammad91,Undirected,995,,,1
abdulkerimtok,RamiAlLolah,Undirected,996,,,1
green_lemonnn,FidaeeFulaani,Undirected,997,,,1
ro34th,L0gg0l,Undirected,998,,,2
alamreeki4,KhateebDimashqi,Undirected,999,,,1
striv3r_,moustiklash,Undirected,1000,,,1
abuayisha108,GENERALFALLUJ40,Undirected,1001,,,2
iyad_elbaghdadi,EPlC24,Undirected,1002,,,1
Syrianvictims,RamiAlLolah,Undirected,1003,,,6
WarReporter1,TrueGreenBird2,Undirected,1004,,,1
YazeedDhardaa25,BintRosie34,Undirected,1005,,,7
Nidalgazaui,Hamas_Mujahid_,Undirected,1006,,,2
miladvisor,Abu_Azzzam25,Undirected,1007,,,1
Ramiroo19,IbnKashmir_,Undirected,1008,,,2
war_analysis,FreelanceFighte,Undirected,1009,,,1
Malcolmite,EPlC24,Undirected,1010,,,1
CXaafada2,BintLucy,Undirected,1011,,,1
lion_faisal,1515Ummah,Undirected,1012,,,1
Support,MaghrabiArabi,Undirected,1013,,,2
